t_s,Q_pred,Q_obs,CI_inf,CI_sup,PI_inf,PI_sup
109.0,49.987033612480666,54.33077901352486,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
110.0,49.987033612480666,52.94352972244423,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
111.0,49.987033612480666,51.09771669732394,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
112.0,49.987033612480666,54.35983631541948,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
113.0,49.987033612480666,51.09748289684575,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
114.0,49.987033612480666,52.069970441992645,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
115.0,49.987033612480666,49.25857261616323,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
116.0,49.987033612480666,50.166364539648015,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
117.0,49.987033612480666,48.256440441749305,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
118.0,49.987033612480666,52.47395983648713,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
119.0,49.987033612480666,47.054240942212836,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
120.0,49.987033612480666,51.95587585604415,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
121.0,49.987033612480666,49.523372356237104,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
122.0,49.987033612480666,52.9281177336683,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
123.0,49.987033612480666,51.877172471828146,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
124.0,49.987033612480666,54.55161539411701,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
125.0,49.987033612480666,51.826936727846615,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
126.0,49.987033612480666,46.0698993608669,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
127.0,49.987033612480666,49.8326170677545,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
128.0,49.987033612480666,47.06998201851296,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
129.0,49.987033612480666,48.70430039408431,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
130.0,49.987033612480666,53.778071083191804,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
131.0,49.987033612480666,51.59383452724424,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
132.0,49.987033612480666,48.252673928553136,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
133.0,49.987033612480666,47.465706583899006,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
134.0,49.987033612480666,50.08195523219065,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
135.0,49.987033612480666,46.95859962654718,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
136.0,49.987033612480666,48.32214930650855,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
137.0,49.987033612480666,50.78002367887811,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
138.0,49.987033612480666,52.88828009026674,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
139.0,49.987033612480666,51.5219036805611,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
140.0,49.987033612480666,44.27177622850475,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
141.0,49.987033612480666,50.76091682257565,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
142.0,49.987033612480666,50.18008393308145,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
143.0,49.987033612480666,51.03472571343173,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
144.0,49.987033612480666,54.04052420412802,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
145.0,49.987033612480666,44.841904307988145,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
146.0,49.987033612480666,48.52224143702224,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
147.0,49.987033612480666,51.47726580698339,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
148.0,49.987033612480666,46.046014001365144,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
149.0,49.987033612480666,53.68987262013377,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
150.0,49.987033612480666,50.92089153175164,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
151.0,49.987033612480666,52.11645996460851,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
152.0,49.987033612480666,48.57264084619551,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
153.0,49.987033612480666,52.03440922491553,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
154.0,49.987033612480666,52.671178889972595,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
155.0,49.987033612480666,50.58219505034292,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
156.0,49.987033612480666,50.58600223174674,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
157.0,49.987033612480666,50.675858098204316,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
158.0,49.987033612480666,47.841636838151544,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
159.0,49.987033612480666,49.63117829939912,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
160.0,49.987033612480666,49.618693668869106,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
161.0,49.987033612480666,50.95848466088374,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
162.0,49.987033612480666,52.49956061727573,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
163.0,49.987033612480666,47.35365979505398,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
164.0,49.987033612480666,49.687477424201056,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
165.0,49.987033612480666,53.70363886914743,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
166.0,49.987033612480666,48.14102942796859,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
167.0,49.987033612480666,47.9443749567742,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
168.0,49.987033612480666,50.50576547957798,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
169.0,49.987033612480666,52.1109629762133,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
170.0,49.987033612480666,50.02856513890165,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
171.0,49.987033612480666,53.32240147609247,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
172.0,49.987033612480666,52.141984956416316,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
173.0,49.987033612480666,52.104550167225156,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
174.0,49.987033612480666,51.385291253310236,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
175.0,49.987033612480666,55.819132750865215,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
176.0,49.987033612480666,49.48709577783489,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
177.0,49.987033612480666,44.99119426983371,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
178.0,49.987033612480666,54.01063590379285,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
179.0,49.987033612480666,48.85575142260794,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
180.0,49.987033612480666,50.26970111085758,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
181.0,49.987033612480666,53.27387671215132,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
182.0,49.987033612480666,45.99435114735269,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
183.0,49.987033612480666,46.87088196473465,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
184.0,49.987033612480666,45.996805157202864,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
185.0,49.987033612480666,48.01465927493644,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
186.0,49.987033612480666,51.09909151504248,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
187.0,49.987033612480666,51.310469607031926,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
188.0,49.987033612480666,50.69068544832138,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
189.0,49.987033612480666,46.46808529026909,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
190.0,49.987033612480666,44.22474140841839,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
191.0,49.987033612480666,50.135883963475955,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
192.0,49.987033612480666,48.82055991590416,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
193.0,49.987033612480666,51.14846442929153,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
194.0,49.987033612480666,51.75488406555318,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
195.0,49.987033612480666,50.34560358014671,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
196.0,49.987033612480666,51.90033271343963,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
197.0,49.987033612480666,50.57302843528767,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
198.0,49.987033612480666,51.32516176400367,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
199.0,49.987033612480666,48.23831684282529,45.28264747937331,54.69141974558802,45.28264747937331,54.69141974558802
