datetime,Q_upstream_m3s,Q_downstream_m3s,h_outlet_m
2022-01-01 09:15:00,131.315,119.597,1.7935
2022-01-01 09:30:00,134.623,122.905,1.8231
2022-01-01 09:45:00,137.931,126.213,1.8523
2022-01-01 10:00:00,139.315,129.444,1.8807
2022-01-01 10:15:00,135.045,131.952,1.9024
2022-01-01 10:30:00,130.956,132.629,1.9083
2022-01-01 10:45:00,127.041,132.021,1.903
2022-01-01 11:00:00,123.292,130.523,1.89
2022-01-01 11:15:00,119.702,128.42,1.8717
2022-01-01 11:30:00,116.264,125.921,1.8498
2022-01-01 11:45:00,112.972,123.172,1.8254
2022-01-01 12:00:00,109.82,120.282,1.7996
2022-01-01 12:15:00,106.802,117.326,1.7729
2022-01-01 12:30:00,103.911,114.359,1.7459
2022-01-01 12:45:00,101.144,111.417,1.7188
2022-01-01 13:00:00,98.493,108.527,1.6919
2022-01-01 13:15:00,95.956,105.706,1.6654
2022-01-01 13:30:00,93.526,102.967,1.6394
2022-01-01 13:45:00,91.199,100.315,1.6139
2022-01-01 14:00:00,88.97,97.755,1.5891
2022-01-01 14:15:00,86.837,95.289,1.5649
2022-01-01 14:30:00,84.794,92.917,1.5414
2022-01-01 14:45:00,82.837,90.637,1.5186
2022-01-01 15:00:00,80.964,88.448,1.4965
2022-01-01 15:15:00,79.17,86.348,1.4751
2022-01-01 15:30:00,77.452,84.334,1.4543
2022-01-01 15:45:00,75.807,82.403,1.4342
2022-01-01 16:00:00,74.232,80.552,1.4148
2022-01-01 16:15:00,72.724,78.779,1.3961
2022-01-01 16:30:00,71.279,77.08,1.3779
2022-01-01 16:45:00,69.896,75.453,1.3604
2022-01-01 17:00:00,68.572,73.894,1.3435
2022-01-01 17:15:00,67.304,72.401,1.3271
2022-01-01 17:30:00,66.09,70.971,1.3113
2022-01-01 17:45:00,64.927,69.602,1.2961
2022-01-01 18:00:00,63.813,68.29,1.2814
2022-01-01 18:15:00,62.747,67.034,1.2672
2022-01-01 18:30:00,61.726,65.832,1.2535
2022-01-01 18:45:00,60.749,64.68,1.2403
2022-01-01 19:00:00,59.813,63.577,1.2276
2022-01-01 19:15:00,58.916,62.521,1.2153
2022-01-01 19:30:00,58.058,61.51,1.2034
2022-01-01 19:45:00,57.236,60.541,1.192
2022-01-01 20:00:00,56.449,59.614,1.181
2022-01-01 20:15:00,55.695,58.726,1.1705
2022-01-01 20:30:00,54.973,57.876,1.1603
2022-01-01 20:45:00,54.282,57.062,1.1504
2022-01-01 21:00:00,53.621,56.282,1.141
2022-01-01 21:15:00,52.987,55.535,1.1319
2022-01-01 21:30:00,52.38,54.82,1.1231
2022-01-01 21:45:00,51.799,54.136,1.1147
2022-01-01 22:00:00,51.243,53.48,1.1066
2022-01-01 22:15:00,50.71,52.853,1.0988
2022-01-01 22:30:00,50.2,52.252,1.0912
2022-01-01 22:45:00,49.711,51.676,1.084
2022-01-01 23:00:00,49.244,51.125,1.0771
2022-01-01 23:15:00,48.796,50.597,1.0704
2022-01-01 23:30:00,48.367,50.092,1.0639
2022-01-01 23:45:00,47.956,49.608,1.0578
2022-01-02 00:00:00,47.563,49.144,1.0518
2022-01-02 00:15:00,47.186,48.701,1.0461
2022-01-02 00:30:00,46.826,48.276,1.0406
2022-01-02 00:45:00,46.48,47.869,1.0354
2022-01-02 01:00:00,46.15,47.479,1.0303
2022-01-02 01:15:00,45.833,47.106,1.0254
2022-01-02 01:30:00,45.53,46.749,1.0208
2022-01-02 01:45:00,45.239,46.407,1.0163
2022-01-02 02:00:00,44.961,46.079,1.012
2022-01-02 02:15:00,44.695,45.766,1.0078
2022-01-02 02:30:00,44.44,45.465,1.0038
2022-01-02 02:45:00,44.196,45.178,1.0
2022-01-02 03:00:00,43.962,44.902,0.9964
2022-01-02 03:15:00,43.739,44.639,0.9929
2022-01-02 03:30:00,43.524,44.386,0.9895
2022-01-02 03:45:00,43.319,44.144,0.9862
2022-01-02 04:00:00,43.123,43.913,0.9831
2022-01-02 04:15:00,42.934,43.691,0.9802
2022-01-02 04:30:00,42.754,43.479,0.9773
2022-01-02 04:45:00,42.582,43.276,0.9746
2022-01-02 05:00:00,42.416,43.081,0.9719
2022-01-02 05:15:00,42.258,42.894,0.9694
2022-01-02 05:30:00,42.107,42.716,0.967
2022-01-02 05:45:00,41.962,42.545,0.9646
2022-01-02 06:00:00,41.823,42.381,0.9624
2022-01-02 06:15:00,41.69,42.225,0.9603
2022-01-02 06:30:00,41.562,42.075,0.9582
2022-01-02 06:45:00,41.44,41.931,0.9563
2022-01-02 07:00:00,41.323,41.793,0.9544
2022-01-02 07:15:00,41.212,41.661,0.9526
2022-01-02 07:30:00,41.105,41.535,0.9508
2022-01-02 07:45:00,41.002,41.414,0.9492
2022-01-02 08:00:00,40.904,41.299,0.9476
2022-01-02 08:15:00,40.81,41.188,0.9461
2022-01-02 08:30:00,40.72,41.082,0.9446
2022-01-02 08:45:00,40.633,40.98,0.9432
2022-01-02 09:00:00,40.551,40.883,0.9419
2022-01-02 09:15:00,38.387,40.707,0.9394
2022-01-02 09:30:00,38.385,40.078,0.9307
2022-01-02 09:45:00,38.383,39.619,0.9243
2022-01-02 10:00:00,38.38,39.284,0.9196
2022-01-02 10:15:00,38.378,39.039,0.9161
2022-01-02 10:30:00,38.376,38.859,0.9136
2022-01-02 10:45:00,38.374,38.728,0.9117
2022-01-02 11:00:00,38.371,38.632,0.9104
2022-01-02 11:15:00,38.369,38.561,0.9094
2022-01-02 11:30:00,38.367,38.509,0.9087
2022-01-02 11:45:00,38.365,38.47,0.9081
2022-01-02 12:00:00,38.363,38.442,0.9077
2022-01-02 12:15:00,38.36,38.42,0.9074
2022-01-02 12:30:00,38.358,38.404,0.9072
2022-01-02 12:45:00,38.356,38.391,0.907
2022-01-02 13:00:00,38.354,38.382,0.9068
2022-01-02 13:15:00,38.352,38.374,0.9067
2022-01-02 13:30:00,38.349,38.368,0.9067
2022-01-02 13:45:00,38.347,38.363,0.9066
2022-01-02 14:00:00,38.345,38.359,0.9065
2022-01-02 14:15:00,38.343,38.355,0.9065
2022-01-02 14:30:00,38.341,38.352,0.9064
2022-01-02 14:45:00,38.339,38.349,0.9064
2022-01-02 15:00:00,38.336,38.346,0.9063
2022-01-02 15:15:00,38.334,38.343,0.9063
2022-01-02 15:30:00,38.332,38.341,0.9063
2022-01-02 15:45:00,38.33,38.338,0.9062
2022-01-02 16:00:00,38.328,38.336,0.9062
2022-01-02 16:15:00,38.326,38.334,0.9062
2022-01-02 16:30:00,38.324,38.331,0.9061
2022-01-02 16:45:00,38.321,38.329,0.9061
2022-01-02 17:00:00,38.319,38.327,0.9061
2022-01-02 17:15:00,38.317,38.325,0.906
2022-01-02 17:30:00,38.315,38.323,0.906
2022-01-02 17:45:00,38.313,38.32,0.906
2022-01-02 18:00:00,38.311,38.318,0.9059
2022-01-02 18:15:00,38.309,38.316,0.9059
2022-01-02 18:30:00,38.306,38.314,0.9059
2022-01-02 18:45:00,38.304,38.312,0.9059
2022-01-02 19:00:00,38.302,38.31,0.9058
2022-01-02 19:15:00,38.3,38.308,0.9058
2022-01-02 19:30:00,38.298,38.306,0.9058
2022-01-02 19:45:00,38.296,38.303,0.9057
2022-01-02 20:00:00,38.294,38.301,0.9057
2022-01-02 20:15:00,38.292,38.299,0.9057
2022-01-02 20:30:00,38.29,38.297,0.9056
2022-01-02 20:45:00,38.288,38.295,0.9056
2022-01-02 21:00:00,38.285,38.293,0.9056
2022-01-02 21:15:00,38.283,38.291,0.9056
2022-01-02 21:30:00,38.281,38.289,0.9055
2022-01-02 21:45:00,38.279,38.287,0.9055
2022-01-02 22:00:00,38.277,38.285,0.9055
2022-01-02 22:15:00,38.275,38.282,0.9054
2022-01-02 22:30:00,38.273,38.28,0.9054
2022-01-02 22:45:00,38.271,38.278,0.9054
2022-01-02 23:00:00,38.269,38.276,0.9053
2022-01-02 23:15:00,38.267,38.274,0.9053
2022-01-02 23:30:00,38.265,38.272,0.9053
2022-01-02 23:45:00,66.563,39.388,0.921
2022-01-03 00:00:00,94.861,47.874,1.0354
2022-01-03 00:15:00,123.159,61.732,1.206
2022-01-03 00:30:00,151.458,79.505,1.4038
2022-01-03 00:45:00,179.756,100.131,1.6121
2022-01-03 01:00:00,208.054,122.838,1.8225
2022-01-03 01:15:00,236.352,147.06,2.0303
2022-01-03 01:30:00,264.651,172.388,2.2334
2022-01-03 01:45:00,292.949,198.521,2.4308
2022-01-03 02:00:00,321.247,225.241,2.6221
2022-01-03 02:15:00,349.545,252.389,2.8074
2022-01-03 02:30:00,377.844,279.849,2.9868
2022-01-03 02:45:00,373.621,306.251,3.1529
2022-01-03 03:00:00,339.692,323.176,3.2563
2022-01-03 03:15:00,309.195,326.449,3.276
2022-01-03 03:30:00,281.784,320.688,3.2412
2022-01-03 03:45:00,257.146,309.166,3.1708
2022-01-03 04:00:00,235.0,294.187,3.0777
2022-01-03 04:15:00,215.096,277.354,2.9708
2022-01-03 04:30:00,197.205,259.767,2.8563
2022-01-03 04:45:00,181.124,242.169,2.7386
2022-01-03 05:00:00,166.67,225.047,2.6207
2022-01-03 05:15:00,153.679,208.706,2.5048
2022-01-03 05:30:00,142.002,193.326,2.3924
2022-01-03 05:45:00,131.506,178.996,2.2844
2022-01-03 06:00:00,122.073,165.747,2.1814
2022-01-03 06:15:00,113.593,153.571,2.0837
2022-01-03 06:30:00,105.972,142.431,1.9917
2022-01-03 06:45:00,99.122,132.275,1.9052
2022-01-03 07:00:00,97.689,123.23,1.8259
2022-01-03 07:15:00,100.166,116.403,1.7646
2022-01-03 07:30:00,102.642,112.098,1.7251
2022-01-03 07:45:00,105.119,109.632,1.7022
2022-01-03 08:00:00,107.595,108.506,1.6917
2022-01-03 08:15:00,110.072,108.357,1.6903
2022-01-03 08:30:00,112.548,108.92,1.6956
2022-01-03 08:45:00,115.025,110.002,1.7057
2022-01-03 09:00:00,117.501,111.461,1.7192
2022-01-03 09:15:00,119.978,113.197,1.7352
2022-01-03 09:30:00,122.454,115.133,1.753
2022-01-03 09:45:00,124.931,117.216,1.7719
2022-01-03 10:00:00,127.407,119.405,1.7917
2022-01-03 10:15:00,129.884,121.673,1.8121
2022-01-03 10:30:00,132.36,123.997,1.8328
2022-01-03 10:45:00,134.837,126.362,1.8537
2022-01-03 11:00:00,137.313,128.758,1.8747
2022-01-03 11:15:00,139.79,131.175,1.8957
2022-01-03 11:30:00,142.266,133.609,1.9167
2022-01-03 11:45:00,144.743,136.054,1.9377
2022-01-03 12:00:00,147.22,138.508,1.9586
2022-01-03 12:15:00,149.696,140.968,1.9794
2022-01-03 12:30:00,152.173,143.432,2.0001
2022-01-03 12:45:00,150.342,145.729,2.0192
2022-01-03 13:00:00,147.156,146.854,2.0286
2022-01-03 13:15:00,144.062,146.814,2.0282
2022-01-03 13:30:00,141.055,145.949,2.0211
2022-01-03 13:45:00,138.134,144.507,2.0091
2022-01-03 14:00:00,135.295,142.666,1.9937
2022-01-03 14:15:00,132.538,140.559,1.9759
2022-01-03 14:30:00,129.858,138.278,1.9566
2022-01-03 14:45:00,127.255,135.893,1.9363
2022-01-03 15:00:00,124.726,133.451,1.9154
2022-01-03 15:15:00,122.268,130.988,1.8941
2022-01-03 15:30:00,119.881,128.53,1.8727
2022-01-03 15:45:00,117.561,126.093,1.8513
2022-01-03 16:00:00,115.308,123.691,1.83
2022-01-03 16:15:00,113.118,121.331,1.809
2022-01-03 16:30:00,110.99,119.02,1.7883
2022-01-03 16:45:00,108.923,116.762,1.7678
2022-01-03 17:00:00,106.915,114.557,1.7477
2022-01-03 17:15:00,104.964,112.408,1.728
2022-01-03 17:30:00,103.068,110.315,1.7086
2022-01-03 17:45:00,101.226,108.277,1.6896
2022-01-03 18:00:00,99.437,106.295,1.671
2022-01-03 18:15:00,97.698,104.367,1.6527
2022-01-03 18:30:00,96.009,102.492,1.6348
2022-01-03 18:45:00,94.368,100.669,1.6173
2022-01-03 19:00:00,92.773,98.898,1.6002
2022-01-03 19:15:00,91.224,97.176,1.5834
2022-01-03 19:30:00,89.718,95.503,1.567
2022-01-03 19:45:00,88.256,93.877,1.5509
2022-01-03 20:00:00,86.835,92.296,1.5352
2022-01-03 20:15:00,85.454,90.761,1.5198
2022-01-03 20:30:00,84.113,89.269,1.5048
2022-01-03 20:45:00,82.81,87.82,1.4901
2022-01-03 21:00:00,81.543,86.411,1.4757
2022-01-03 21:15:00,80.313,85.043,1.4616
2022-01-03 21:30:00,79.118,83.713,1.4479
2022-01-03 21:45:00,77.957,82.422,1.4344
2022-01-03 22:00:00,76.828,81.166,1.4213
2022-01-03 22:15:00,75.732,79.947,1.4084
2022-01-03 22:30:00,74.667,78.762,1.3959
2022-01-03 22:45:00,73.632,77.611,1.3836
2022-01-03 23:00:00,72.627,76.493,1.3716
2022-01-03 23:15:00,71.65,75.406,1.3599
2022-01-03 23:30:00,70.701,74.35,1.3484
2022-01-03 23:45:00,69.779,73.324,1.3372
2022-01-04 00:00:00,68.883,72.328,1.3263
2022-01-04 00:15:00,68.013,71.359,1.3156
2022-01-04 00:30:00,67.167,70.419,1.3052
2022-01-04 00:45:00,66.345,69.504,1.295
2022-01-04 01:00:00,65.547,68.616,1.285
2022-01-04 01:15:00,64.771,67.754,1.2753
2022-01-04 01:30:00,64.018,66.915,1.2658
2022-01-04 01:45:00,63.286,66.101,1.2566
2022-01-04 02:00:00,62.574,65.309,1.2475
2022-01-04 02:15:00,61.883,64.54,1.2387
2022-01-04 02:30:00,61.211,63.793,1.2301
2022-01-04 02:45:00,60.559,63.068,1.2216
2022-01-04 03:00:00,59.925,62.362,1.2134
2022-01-04 03:15:00,59.309,61.677,1.2054
2022-01-04 03:30:00,58.711,61.012,1.1976
2022-01-04 03:45:00,58.13,60.365,1.19
2022-01-04 04:00:00,57.565,59.736,1.1825
2022-01-04 04:15:00,57.016,59.126,1.1752
2022-01-04 04:30:00,56.483,58.533,1.1681
2022-01-04 04:45:00,55.965,57.956,1.1612
2022-01-04 05:00:00,55.461,57.397,1.1545
2022-01-04 05:15:00,54.972,56.853,1.1479
2022-01-04 05:30:00,54.497,56.324,1.1415
2022-01-04 05:45:00,54.036,55.81,1.1352
2022-01-04 06:00:00,53.587,55.311,1.1291
2022-01-04 06:15:00,53.151,54.827,1.1232
2022-01-04 06:30:00,52.728,54.356,1.1174
2022-01-04 06:45:00,52.317,53.898,1.1117
2022-01-04 07:00:00,51.95,53.455,1.1062
2022-01-04 07:15:00,55.428,53.184,1.1029
2022-01-04 07:30:00,58.906,53.93,1.1121
2022-01-04 07:45:00,62.384,55.417,1.1304
2022-01-04 08:00:00,65.862,57.443,1.1551
2022-01-04 08:15:00,69.34,59.863,1.184
2022-01-04 08:30:00,72.818,62.57,1.2158
2022-01-04 08:45:00,76.297,65.486,1.2495
2022-01-04 09:00:00,79.775,68.555,1.2843
2022-01-04 09:15:00,83.253,71.734,1.3198
2022-01-04 09:30:00,86.731,74.995,1.3554
2022-01-04 09:45:00,90.209,78.314,1.3911
2022-01-04 10:00:00,93.687,81.676,1.4266
2022-01-04 10:15:00,97.165,85.07,1.4619
2022-01-04 10:30:00,100.643,88.487,1.4969
2022-01-04 10:45:00,104.121,91.92,1.5315
2022-01-04 11:00:00,107.6,95.366,1.5656
2022-01-04 11:15:00,111.078,98.82,1.5994
2022-01-04 11:30:00,114.556,102.281,1.6328
2022-01-04 11:45:00,118.034,105.746,1.6658
2022-01-04 12:00:00,121.512,109.215,1.6984
2022-01-04 12:15:00,124.99,112.687,1.7305
2022-01-04 12:30:00,128.468,116.16,1.7624
2022-01-04 12:45:00,131.946,119.634,1.7938
2022-01-04 13:00:00,135.424,123.11,1.8249
2022-01-04 13:15:00,138.902,126.586,1.8556
2022-01-04 13:30:00,142.381,130.063,1.886
2022-01-04 13:45:00,145.859,133.54,1.9161
2022-01-04 14:00:00,149.337,137.017,1.9459
2022-01-04 14:15:00,152.815,140.495,1.9754
2022-01-04 14:30:00,156.293,143.973,2.0046
2022-01-04 14:45:00,159.771,147.45,2.0335
2022-01-04 15:00:00,163.249,150.928,2.0622
2022-01-04 15:15:00,166.727,154.406,2.0905
2022-01-04 15:30:00,170.205,157.884,2.1187
2022-01-04 15:45:00,173.683,161.362,2.1465
2022-01-04 16:00:00,177.162,164.84,2.1742
2022-01-04 16:15:00,180.64,168.318,2.2016
2022-01-04 16:30:00,184.118,171.796,2.2288
2022-01-04 16:45:00,187.596,175.274,2.2557
2022-01-04 17:00:00,191.074,178.753,2.2825
2022-01-04 17:15:00,194.552,182.231,2.309
2022-01-04 17:30:00,198.03,185.709,2.3354
2022-01-04 17:45:00,199.484,189.107,2.3609
2022-01-04 18:00:00,194.944,191.741,2.3806
2022-01-04 18:15:00,190.532,192.435,2.3858
2022-01-04 18:30:00,186.244,191.75,2.3807
2022-01-04 18:45:00,182.077,190.092,2.3683
2022-01-04 19:00:00,178.027,187.759,2.3508
2022-01-04 19:15:00,174.091,184.965,2.3298
2022-01-04 19:30:00,170.265,181.866,2.3063
2022-01-04 19:45:00,166.548,178.574,2.2811
2022-01-04 20:00:00,162.934,175.17,2.2549
2022-01-04 20:15:00,159.422,171.714,2.2281
2022-01-04 20:30:00,156.009,168.247,2.201
2022-01-04 20:45:00,152.692,164.798,2.1738
2022-01-04 21:00:00,149.468,161.388,2.1468
2022-01-04 21:15:00,146.335,158.033,2.1199
2022-01-04 21:30:00,143.29,154.741,2.0933
2022-01-04 21:45:00,140.331,151.519,2.067
2022-01-04 22:00:00,137.454,148.372,2.0411
2022-01-04 22:15:00,134.659,145.302,2.0157
2022-01-04 22:30:00,131.942,142.309,1.9907
2022-01-04 22:45:00,129.302,139.394,1.9661
2022-01-04 23:00:00,126.736,136.556,1.942
2022-01-04 23:15:00,124.242,133.795,1.9183
2022-01-04 23:30:00,121.818,131.109,1.8951
2022-01-04 23:45:00,119.462,128.497,1.8724
2022-01-05 00:00:00,117.173,125.957,1.8501
2022-01-05 00:15:00,123.136,123.811,1.8311
2022-01-05 00:30:00,130.235,123.908,1.832
2022-01-05 00:45:00,137.335,125.904,1.8496
2022-01-05 01:00:00,144.434,129.284,1.8793
2022-01-05 01:15:00,151.534,133.672,1.9173
2022-01-05 01:30:00,158.633,138.795,1.961
2022-01-05 01:45:00,165.733,144.455,2.0086
2022-01-05 02:00:00,172.832,150.504,2.0587
2022-01-05 02:15:00,179.932,156.838,2.1102
2022-01-05 02:30:00,187.031,163.38,2.1626
2022-01-05 02:45:00,194.131,170.073,2.2153
2022-01-05 03:00:00,201.23,176.876,2.2681
2022-01-05 03:15:00,208.33,183.76,2.3206
2022-01-05 03:30:00,215.43,190.702,2.3729
2022-01-05 03:45:00,222.529,197.687,2.4246
2022-01-05 04:00:00,229.629,204.703,2.4759
2022-01-05 04:15:00,236.728,211.741,2.5266
2022-01-05 04:30:00,243.828,218.796,2.5768
2022-01-05 04:45:00,250.927,225.864,2.6264
2022-01-05 05:00:00,258.027,232.94,2.6755
2022-01-05 05:15:00,256.893,239.697,2.7218
2022-01-05 05:30:00,247.819,244.0,2.751
2022-01-05 05:45:00,239.12,244.692,2.7557
2022-01-05 06:00:00,230.783,242.852,2.7432
2022-01-05 06:15:00,222.79,239.264,2.7188
2022-01-05 06:30:00,215.129,234.495,2.6862
2022-01-05 06:45:00,207.786,228.954,2.6479
2022-01-05 07:00:00,200.747,222.937,2.606
2022-01-05 07:15:00,193.999,216.654,2.5616
2022-01-05 07:30:00,187.532,210.256,2.516
2022-01-05 07:45:00,181.332,203.85,2.4697
2022-01-05 08:00:00,175.389,197.51,2.4233
2022-01-05 08:15:00,169.693,191.287,2.3772
2022-01-05 08:30:00,164.232,185.217,2.3317
2022-01-05 08:45:00,158.998,179.32,2.2868
2022-01-05 09:00:00,153.981,173.612,2.2429
2022-01-05 09:15:00,149.172,168.1,2.1999
2022-01-05 09:30:00,144.562,162.786,2.1579
2022-01-05 09:45:00,140.143,157.67,2.1169
2022-01-05 10:00:00,135.907,152.751,2.0771
2022-01-05 10:15:00,131.847,148.024,2.0382
2022-01-05 10:30:00,127.955,143.484,2.0005
2022-01-05 10:45:00,124.225,139.126,1.9638
2022-01-05 11:00:00,120.649,134.945,1.9282
2022-01-05 11:15:00,117.221,130.933,1.8936
2022-01-05 11:30:00,113.935,127.086,1.86
2022-01-05 11:45:00,110.786,123.396,1.8274
2022-01-05 12:00:00,107.767,119.857,1.7958
2022-01-05 12:15:00,104.873,116.465,1.7651
2022-01-05 12:30:00,102.099,113.212,1.7354
2022-01-05 12:45:00,99.44,110.094,1.7065
2022-01-05 13:00:00,96.891,107.105,1.6786
2022-01-05 13:15:00,94.448,104.239,1.6515
2022-01-05 13:30:00,92.106,101.492,1.6252
2022-01-05 13:45:00,89.861,98.858,1.5998
2022-01-05 14:00:00,87.709,96.334,1.5752
2022-01-05 14:15:00,85.647,93.914,1.5513
2022-01-05 14:30:00,83.67,91.594,1.5282
2022-01-05 14:45:00,81.774,89.371,1.5058
2022-01-05 15:00:00,79.958,87.24,1.4842
2022-01-05 15:15:00,78.216,85.196,1.4632
2022-01-05 15:30:00,76.547,83.238,1.443
2022-01-05 15:45:00,74.947,81.361,1.4233
2022-01-05 16:00:00,73.413,79.561,1.4044
2022-01-05 16:15:00,71.943,77.836,1.386
2022-01-05 16:30:00,70.534,76.183,1.3683
2022-01-05 16:45:00,69.183,74.598,1.3511
2022-01-05 17:00:00,67.889,73.079,1.3345
2022-01-05 17:15:00,66.647,71.623,1.3185
2022-01-05 17:30:00,65.458,70.227,1.303
2022-01-05 17:45:00,64.317,68.889,1.2881
2022-01-05 18:00:00,63.224,67.606,1.2736
2022-01-05 18:15:00,62.176,66.377,1.2597
2022-01-05 18:30:00,61.172,65.198,1.2462
2022-01-05 18:45:00,60.209,64.068,1.2332
2022-01-05 19:00:00,59.286,62.986,1.2207
2022-01-05 19:15:00,58.402,61.948,1.2086
2022-01-05 19:30:00,57.554,60.953,1.1969
2022-01-05 19:45:00,56.741,59.999,1.1856
2022-01-05 20:00:00,55.962,59.085,1.1747
2022-01-05 20:15:00,55.215,58.209,1.1643
2022-01-05 20:30:00,54.499,57.369,1.1542
2022-01-05 20:45:00,53.813,56.563,1.1444
2022-01-05 21:00:00,53.155,55.792,1.135
2022-01-05 21:15:00,52.524,55.052,1.126
2022-01-05 21:30:00,51.92,54.343,1.1172
2022-01-05 21:45:00,51.341,53.663,1.1088
2022-01-05 22:00:00,50.785,53.011,1.1007
2022-01-05 22:15:00,50.253,52.387,1.0929
2022-01-05 22:30:00,49.743,51.788,1.0854
2022-01-05 22:45:00,49.254,51.214,1.0782
2022-01-05 23:00:00,48.785,50.664,1.0712
2022-01-05 23:15:00,48.335,50.137,1.0645
2022-01-05 23:30:00,47.905,49.631,1.0581
2022-01-05 23:45:00,47.492,49.147,1.0519
2022-01-06 00:00:00,47.096,48.683,1.0459
2022-01-06 00:15:00,46.717,48.237,1.0401
2022-01-06 00:30:00,46.353,47.811,1.0346
2022-01-06 00:45:00,46.004,47.402,1.0293
2022-01-06 01:00:00,45.67,47.01,1.0242
2022-01-06 01:15:00,45.35,46.634,1.0192
2022-01-06 01:30:00,45.043,46.273,1.0145
2022-01-06 01:45:00,44.748,45.928,1.01
2022-01-06 02:00:00,44.466,45.597,1.0056
2022-01-06 02:15:00,44.196,45.28,1.0014
2022-01-06 02:30:00,43.937,44.976,0.9973
2022-01-06 02:45:00,43.688,44.684,0.9935
2022-01-06 03:00:00,43.45,44.405,0.9897
2022-01-06 03:15:00,43.222,44.137,0.9861
2022-01-06 03:30:00,43.003,43.88,0.9827
2022-01-06 03:45:00,42.793,43.634,0.9794
2022-01-06 04:00:00,42.592,43.398,0.9762
2022-01-06 04:15:00,42.399,43.172,0.9731
2022-01-06 04:30:00,42.215,42.955,0.9702
2022-01-06 04:45:00,42.037,42.747,0.9674
