seed,n,S0,Q0,A_hyd,B_w,Q_max,mass_residual
78,0.03289044028358837,0.003686000624021159,50.7246608108957,126.97025630970342,44.893391738034865,50.7246608108957,0.030970443794552424
79,0.04590966207179824,0.0005650036451841034,66.92325416008754,62.85972487777939,33.49887161155989,66.92325416008754,0.3668040187625871
80,0.0411487746149298,0.0003681495482576961,31.465348375061865,107.57657834259935,53.42854572691693,31.465348375061865,0.3217518815272824
81,0.03328694556874643,0.0010830247949687596,66.48149276757235,108.837139018058,47.781813816893894,66.48149276757235,0.11410412892120436
82,0.04793860756201689,0.0034627154110280405,38.707455973437575,138.4116330367217,46.343559219426766,38.707455973437575,0.06640567909665662
83,0.03022677231612604,0.00046503798080210713,55.16372919364708,84.5984830781415,43.70998117521618,55.16372919364708,0.22793318962659329
84,0.041034554212125804,0.003630753552107789,59.9715581772791,130.71484382320529,39.098240494119125,59.9715581772791,0.05262034903477319
85,0.02315239777148598,0.0020455452833422205,48.516219551758496,98.24544589281955,65.21041295494034,48.516219551758496,0.03986216682523084
86,0.03800202027543038,0.000948810701068042,54.62338811851171,89.80352834066285,44.73396104798641,54.62338811851171,0.154921966011428
87,0.03683966719079832,0.0031990954465161755,36.89567972533308,98.4675965778535,47.12132372333093,36.89567972533308,0.04847002577682425
88,0.027362378054536104,0.002901793952000801,57.54037998324012,115.1095258420851,56.49753965898031,57.54037998324012,0.031170013359100874
89,0.03697020568706086,0.003148773706734547,59.24476849857471,61.57287957407015,51.602837059037796,59.24476849857471,0.055561324369673634
90,0.031680652275924426,0.002823019297876587,50.741068722961074,93.46801726742301,57.852478907684606,50.741068722961074,0.044740433853428914
91,0.029360159499363724,0.003667928601106657,62.772596749527025,83.40206997126256,63.3941578725694,62.772596749527025,0.031535395448116496
92,0.03762247170081248,0.0005806518810689441,44.01283110948597,86.68919472775484,31.519083973319837,44.01283110948597,0.25400566084418785
93,0.04762274978515863,0.0023097591347325795,48.37427314622094,94.78385795384625,56.52641605514545,48.37427314622094,0.11433272067806277
94,0.028231444064331274,0.003218164265738309,58.881782035611224,63.662239657582624,43.17827718435261,58.881782035611224,0.03116941827998188
95,0.03607786919216062,0.0036792376262632437,39.04642188443082,90.45331637362142,46.41400294779653,39.04642188443082,0.04361276302910829
96,0.04095839457854231,0.003015391532008122,51.93184276301125,99.18388409412341,51.275589670302935,51.93184276301125,0.06695563712471807
97,0.03953110854876768,0.0018995516040241963,50.77927926153984,138.27648148904143,37.19785868815698,50.77927926153984,0.09698174332842452
98,0.04653504406630667,0.0034499243938880086,32.88798010455749,83.29046264540786,33.47004720939911,32.88798010455749,0.06960175287142203
99,0.035156797538258254,0.002390839037602607,50.47663838768207,137.77490977089704,54.59612567876495,50.47663838768207,0.06715853350163996
100,0.04370952239305223,0.002507249899781183,41.55452966764814,63.43612565553691,68.94617580424857,41.55452966764814,0.09473223245569701
101,0.0465318451458744,0.0016298578233638207,61.392216478799085,107.30225481835294,41.77314244787713,61.392216478799085,0.134207699256342
102,0.026159769770111894,0.0024679910049088412,62.95347108731385,83.7808189408237,57.39598086185208,62.95347108731385,0.039797786027381085
103,0.030129764050796634,0.0011299774237163761,37.28038912377221,128.8142916474746,64.30169953521478,37.28038912377221,0.11091782413956136
104,0.043802685121607926,0.0028609481499211843,38.643553129072984,70.03295183527536,45.00277156621869,38.643553129072984,0.0816423752881603
105,0.03859307867364016,0.003968401169280655,33.86917821786495,100.53634734158035,45.857558059318215,33.86917821786495,0.04525829021007029
106,0.04754260424204673,0.0004494805657065315,34.91146759323743,97.14123705019722,68.57769178412329,34.91146759323743,0.3217910143114687
107,0.038861933904406704,0.002067447706490897,50.10949527676986,118.78271082950633,49.64693117460677,50.10949527676986,0.09218920859189005
108,0.044255839250543466,0.0026394180744973945,34.71622227838563,88.05061489414469,39.604355617105675,34.71622227838563,0.08865591044660504
109,0.036137298471862256,0.0034132127286450676,60.00304302577749,86.53083423530981,53.970124777477324,60.00304302577749,0.044548952218195784
110,0.0461928130992678,0.002196019790566032,58.50093322089596,100.17790641077686,39.594004312939546,58.50093322089596,0.11062716505614888
111,0.025995195254760656,0.0009264222135481801,50.238572579930626,112.6495098763001,60.70323508097222,50.238572579930626,0.10143892123205818
112,0.02502793433819904,0.003423368220047229,61.946936972986265,61.391729223773,33.07786873998814,61.946936972986265,0.021722438740021183
113,0.023835030763294518,0.0008582151145920926,35.790510315209296,108.83946954093712,48.381337186308144,35.790510315209296,0.09436194929988065
114,0.040925095137251816,0.0008259887333744412,47.33536902880196,116.32897452293562,54.332185963888364,47.33536902880196,0.18152078292024618
115,0.040260788628908285,0.0025337235644217913,51.766762437913144,125.69177796103925,30.0308712856711,51.766762437913144,0.07870048441199204
116,0.02648161391265537,0.0035446118241556084,68.28712637729697,136.06857780012393,50.307394445307864,68.28712637729697,0.02027376481990258
117,0.044750305761920364,0.0008841596471149131,54.1624456101547,88.83730169051456,50.53413587281449,54.1624456101547,0.20152375348432477
118,0.04619793076025439,0.0037689790921671493,41.10216916016569,77.2377828850679,51.215367929279104,41.10216916016569,0.06499525908483579
119,0.046862250383739854,0.003008815186167687,62.76070043130109,71.48434496598641,60.26547932341907,62.76070043130109,0.08831511511157242
120,0.044197280541165195,0.0005111588610137157,40.04323268856501,112.32212163772866,53.109099393739456,40.04323268856501,0.2938097594512212
121,0.038453211029307724,0.0014022391530694883,62.97041044617893,106.45775163522569,53.74247125749247,62.97041044617893,0.12202106049269698
122,0.043459167001873134,0.0009498088041190325,45.103378124075974,76.74498550631314,62.90168697149193,45.103378124075974,0.19668720640086973
123,0.03974114844445173,0.0004991377695682239,38.814394910904454,74.74974485589358,37.03623604340122,38.814394910904454,0.29614675915304645
124,0.042416580965011864,0.0032076796228469825,68.7654407009141,119.84478183276522,56.22203237164438,68.7654407009141,0.06562740044866877
125,0.0441454865736227,0.0021265049073349216,45.60647104245496,74.36860616701134,34.029851812045216,45.60647104245496,0.11053246766110883
126,0.02216057797518514,0.003784504997437905,32.64511332553548,138.32353623275094,34.92173367221853,32.64511332553548,0.011557228425247684
127,0.023624130761067702,0.001075641323332443,41.97329920178393,132.8045602874328,42.662036108760724,41.97329920178393,0.07218754514156145
128,0.03913866182427275,0.002046830130234958,47.342677292359014,92.31471479207389,33.18809318811772,47.342677292359014,0.09399984272662912
129,0.031992225668957555,0.0011654443501244915,65.92511303457823,131.40466807145086,61.04747781860381,65.92511303457823,0.10811322039965328
130,0.03378529030197576,0.0005887252007543494,42.237660491886416,92.5646256575837,60.13298657593353,42.237660491886416,0.18902266263481848
131,0.03880805178640988,0.002524250989252229,51.29336348405577,71.92338820430544,33.27154393637839,51.29336348405577,0.07952984829564147
132,0.025707634435558006,0.0032772636089921656,59.807361738350835,130.5897251443977,63.44079714386761,59.807361738350835,0.024337161370080462
133,0.04735393297290507,0.002195159671769642,44.43396327305196,106.09843473575012,53.924921422361514,44.43396327305196,0.11651132716019069
134,0.04718028458355899,0.0021657726803112963,51.767417326673694,122.40949508538827,42.104080978998574,51.767417326673694,0.11256430348433302
135,0.036254042568710634,0.0013387712978421705,66.03011730397591,138.9695614253058,38.93649124758368,66.03011730397591,0.10610324780454988
136,0.025313492543918258,0.0005598304387163528,34.659234919983376,89.73474357864947,63.4392572856426,34.659234919983376,0.15015955971297557
137,0.044312733340721944,0.0013176692543945179,47.078002643169114,110.02575720082666,48.69585504373122,47.078002643169114,0.15234950007764242
138,0.03690112479421074,0.003206056258864609,52.419089613587616,135.07339640782035,64.54380212264644,52.419089613587616,0.04714605480970609
139,0.032835825052932435,0.002438863866434533,35.67373404863983,65.92785191534979,67.99125586510026,35.67373404863983,0.06645112502569196
140,0.0393581212983249,0.002599001680151749,58.28334325906488,77.85489079041749,54.21418743547091,58.28334325906488,0.0802857936214787
141,0.0411437091920903,0.003990244039451446,30.073877906783096,74.49258540924673,51.586184913878554,30.073877906783096,0.05907289677413963
