datetime,Q_upstream_m3s,Q_downstream_m3s,h_outlet_m
2022-01-03 17:15:00,104.964,104.964,1.6584
2022-01-03 17:30:00,103.068,103.068,1.6403
2022-01-03 17:45:00,101.226,101.226,1.6227
2022-01-03 18:00:00,99.437,99.437,1.6054
2022-01-03 18:15:00,97.698,97.698,1.5885
2022-01-03 18:30:00,96.009,96.009,1.572
2022-01-03 18:45:00,94.368,94.368,1.5558
2022-01-03 19:00:00,92.773,92.773,1.54
2022-01-03 19:15:00,91.224,91.224,1.5245
2022-01-03 19:30:00,89.718,89.718,1.5093
2022-01-03 19:45:00,88.256,88.256,1.4945
2022-01-03 20:00:00,86.835,86.835,1.48
2022-01-03 20:15:00,85.454,85.454,1.4659
2022-01-03 20:30:00,84.113,84.113,1.452
2022-01-03 20:45:00,82.81,82.81,1.4385
2022-01-03 21:00:00,81.543,81.543,1.4253
2022-01-03 21:15:00,80.313,80.313,1.4123
2022-01-03 21:30:00,79.118,79.118,1.3997
2022-01-03 21:45:00,77.957,77.957,1.3873
2022-01-03 22:00:00,76.828,76.828,1.3752
2022-01-03 22:15:00,75.732,75.732,1.3634
2022-01-03 22:30:00,74.667,74.667,1.3519
2022-01-03 22:45:00,73.632,73.632,1.3406
2022-01-03 23:00:00,72.627,72.627,1.3296
2022-01-03 23:15:00,71.65,71.65,1.3188
2022-01-03 23:30:00,70.701,70.701,1.3083
2022-01-03 23:45:00,69.779,69.779,1.2981
2022-01-04 00:00:00,68.883,68.883,1.288
2022-01-04 00:15:00,68.013,68.013,1.2782
2022-01-04 00:30:00,67.167,67.167,1.2687
2022-01-04 00:45:00,66.345,66.345,1.2593
2022-01-04 01:00:00,65.547,65.547,1.2502
2022-01-04 01:15:00,64.771,64.771,1.2413
2022-01-04 01:30:00,64.018,64.018,1.2326
2022-01-04 01:45:00,63.286,63.286,1.2242
2022-01-04 02:00:00,62.574,62.574,1.2159
2022-01-04 02:15:00,61.883,61.883,1.2078
2022-01-04 02:30:00,61.211,61.211,1.1999
2022-01-04 02:45:00,60.559,60.559,1.1922
2022-01-04 03:00:00,59.925,59.925,1.1847
2022-01-04 03:15:00,59.309,59.309,1.1774
2022-01-04 03:30:00,58.711,58.711,1.1703
2022-01-04 03:45:00,58.13,58.13,1.1633
2022-01-04 04:00:00,57.565,57.565,1.1565
2022-01-04 04:15:00,57.016,57.016,1.1499
2022-01-04 04:30:00,56.483,56.483,1.1434
2022-01-04 04:45:00,55.965,55.965,1.1371
2022-01-04 05:00:00,55.461,55.461,1.131
2022-01-04 05:15:00,54.972,54.972,1.125
2022-01-04 05:30:00,54.497,54.497,1.1191
2022-01-04 05:45:00,54.036,54.036,1.1134
2022-01-04 06:00:00,53.587,53.587,1.1079
2022-01-04 06:15:00,53.151,53.151,1.1025
2022-01-04 06:30:00,52.728,52.728,1.0972
2022-01-04 06:45:00,52.317,52.317,1.092
2022-01-04 07:00:00,51.95,51.95,1.0875
2022-01-04 07:15:00,55.428,55.428,1.1306
2022-01-04 07:30:00,58.906,58.906,1.1726
2022-01-04 07:45:00,62.384,62.384,1.2137
2022-01-04 08:00:00,65.862,65.862,1.2538
2022-01-04 08:15:00,69.34,69.34,1.2932
2022-01-04 08:30:00,72.818,72.818,1.3317
2022-01-04 08:45:00,76.297,76.297,1.3695
2022-01-04 09:00:00,79.775,79.775,1.4066
2022-01-04 09:15:00,83.253,83.253,1.4431
2022-01-04 09:30:00,86.731,86.731,1.479
2022-01-04 09:45:00,90.209,90.209,1.5143
2022-01-04 10:00:00,93.687,93.687,1.5491
2022-01-04 10:15:00,97.165,97.165,1.5833
2022-01-04 10:30:00,100.643,100.643,1.6171
2022-01-04 10:45:00,104.121,104.121,1.6504
2022-01-04 11:00:00,107.6,107.6,1.6832
2022-01-04 11:15:00,111.078,111.078,1.7157
2022-01-04 11:30:00,114.556,114.556,1.7477
2022-01-04 11:45:00,118.034,118.034,1.7794
2022-01-04 12:00:00,121.512,121.512,1.8106
2022-01-04 12:15:00,124.99,124.99,1.8416
2022-01-04 12:30:00,128.468,128.468,1.8721
2022-01-04 12:45:00,131.946,131.946,1.9024
2022-01-04 13:00:00,135.424,135.424,1.9323
2022-01-04 13:15:00,138.902,138.902,1.9619
2022-01-04 13:30:00,142.381,142.381,1.9913
2022-01-04 13:45:00,145.859,145.859,2.0203
2022-01-04 14:00:00,149.337,149.337,2.0491
2022-01-04 14:15:00,152.815,152.815,2.0776
2022-01-04 14:30:00,156.293,156.293,2.1058
2022-01-04 14:45:00,159.771,159.771,2.1338
2022-01-04 15:00:00,163.249,163.249,2.1616
2022-01-04 15:15:00,166.727,166.727,2.1891
2022-01-04 15:30:00,170.205,170.205,2.2164
2022-01-04 15:45:00,173.683,173.683,2.2434
2022-01-04 16:00:00,177.162,177.162,2.2703
2022-01-04 16:15:00,180.64,180.64,2.2969
2022-01-04 16:30:00,184.118,184.118,2.3234
2022-01-04 16:45:00,187.596,187.596,2.3496
2022-01-04 17:00:00,191.074,191.074,2.3756
2022-01-04 17:15:00,194.552,194.552,2.4015
2022-01-04 17:30:00,198.03,198.03,2.4272
2022-01-04 17:45:00,199.484,199.484,2.4378
2022-01-04 18:00:00,194.944,194.944,2.4044
2022-01-04 18:15:00,190.532,190.532,2.3716
2022-01-04 18:30:00,186.244,186.244,2.3394
2022-01-04 18:45:00,182.077,182.077,2.3079
2022-01-04 19:00:00,178.027,178.027,2.2769
2022-01-04 19:15:00,174.091,174.091,2.2466
2022-01-04 19:30:00,170.265,170.265,2.2168
2022-01-04 19:45:00,166.548,166.548,2.1877
2022-01-04 20:00:00,162.934,162.934,2.1591
2022-01-04 20:15:00,159.422,159.422,2.131
2022-01-04 20:30:00,156.009,156.009,2.1035
2022-01-04 20:45:00,152.692,152.692,2.0766
2022-01-04 21:00:00,149.468,149.468,2.0502
2022-01-04 21:15:00,146.335,146.335,2.0243
2022-01-04 21:30:00,143.29,143.29,1.9989
2022-01-04 21:45:00,140.331,140.331,1.974
2022-01-04 22:00:00,137.454,137.454,1.9496
2022-01-04 22:15:00,134.659,134.659,1.9258
2022-01-04 22:30:00,131.942,131.942,1.9023
2022-01-04 22:45:00,129.302,129.302,1.8794
2022-01-04 23:00:00,126.736,126.736,1.8569
2022-01-04 23:15:00,124.242,124.242,1.8349
2022-01-04 23:30:00,121.818,121.818,1.8134
2022-01-04 23:45:00,119.462,119.462,1.7922
2022-01-05 00:00:00,117.173,117.173,1.7716
2022-01-05 00:15:00,123.136,123.136,1.8251
2022-01-05 00:30:00,130.235,130.235,1.8875
2022-01-05 00:45:00,137.335,137.335,1.9486
2022-01-05 01:00:00,144.434,144.434,2.0084
2022-01-05 01:15:00,151.534,151.534,2.0671
2022-01-05 01:30:00,158.633,158.633,2.1247
2022-01-05 01:45:00,165.733,165.733,2.1812
2022-01-05 02:00:00,172.832,172.832,2.2368
2022-01-05 02:15:00,179.932,179.932,2.2915
2022-01-05 02:30:00,187.031,187.031,2.3453
2022-01-05 02:45:00,194.131,194.131,2.3984
2022-01-05 03:00:00,201.23,201.23,2.4506
2022-01-05 03:15:00,208.33,208.33,2.5021
2022-01-05 03:30:00,215.43,215.43,2.5529
2022-01-05 03:45:00,222.529,222.529,2.6031
2022-01-05 04:00:00,229.629,229.629,2.6526
2022-01-05 04:15:00,236.728,236.728,2.7015
2022-01-05 04:30:00,243.828,243.828,2.7498
2022-01-05 04:45:00,250.927,250.927,2.7976
2022-01-05 05:00:00,258.027,258.027,2.8448
2022-01-05 05:15:00,256.893,256.893,2.8373
2022-01-05 05:30:00,247.819,247.819,2.7768
2022-01-05 05:45:00,239.12,239.12,2.7179
2022-01-05 06:00:00,230.783,230.783,2.6606
2022-01-05 06:15:00,222.79,222.79,2.6049
2022-01-05 06:30:00,215.129,215.129,2.5508
2022-01-05 06:45:00,207.786,207.786,2.4982
2022-01-05 07:00:00,200.747,200.747,2.4471
2022-01-05 07:15:00,193.999,193.999,2.3974
2022-01-05 07:30:00,187.532,187.532,2.3491
2022-01-05 07:45:00,181.332,181.332,2.3022
2022-01-05 08:00:00,175.389,175.389,2.2566
2022-01-05 08:15:00,169.693,169.693,2.2124
2022-01-05 08:30:00,164.232,164.232,2.1694
2022-01-05 08:45:00,158.998,158.998,2.1276
2022-01-05 09:00:00,153.981,153.981,2.0871
2022-01-05 09:15:00,149.172,149.172,2.0477
2022-01-05 09:30:00,144.562,144.562,2.0095
2022-01-05 09:45:00,140.143,140.143,1.9724
2022-01-05 10:00:00,135.907,135.907,1.9364
2022-01-05 10:15:00,131.847,131.847,1.9015
2022-01-05 10:30:00,127.955,127.955,1.8676
2022-01-05 10:45:00,124.225,124.225,1.8348
2022-01-05 11:00:00,120.649,120.649,1.8029
2022-01-05 11:15:00,117.221,117.221,1.772
2022-01-05 11:30:00,113.935,113.935,1.742
2022-01-05 11:45:00,110.786,110.786,1.713
2022-01-05 12:00:00,107.767,107.767,1.6848
2022-01-05 12:15:00,104.873,104.873,1.6575
2022-01-05 12:30:00,102.099,102.099,1.6311
2022-01-05 12:45:00,99.44,99.44,1.6054
2022-01-05 13:00:00,96.891,96.891,1.5806
2022-01-05 13:15:00,94.448,94.448,1.5566
2022-01-05 13:30:00,92.106,92.106,1.5333
2022-01-05 13:45:00,89.861,89.861,1.5108
2022-01-05 14:00:00,87.709,87.709,1.489
2022-01-05 14:15:00,85.647,85.647,1.4679
2022-01-05 14:30:00,83.67,83.67,1.4474
2022-01-05 14:45:00,81.774,81.774,1.4277
2022-01-05 15:00:00,79.958,79.958,1.4086
2022-01-05 15:15:00,78.216,78.216,1.3901
2022-01-05 15:30:00,76.547,76.547,1.3722
2022-01-05 15:45:00,74.947,74.947,1.3549
2022-01-05 16:00:00,73.413,73.413,1.3382
2022-01-05 16:15:00,71.943,71.943,1.3221
2022-01-05 16:30:00,70.534,70.534,1.3065
2022-01-05 16:45:00,69.183,69.183,1.2914
2022-01-05 17:00:00,67.889,67.889,1.2768
2022-01-05 17:15:00,66.647,66.647,1.2628
2022-01-05 17:30:00,65.458,65.458,1.2492
2022-01-05 17:45:00,64.317,64.317,1.2361
2022-01-05 18:00:00,63.224,63.224,1.2235
2022-01-05 18:15:00,62.176,62.176,1.2112
2022-01-05 18:30:00,61.172,61.172,1.1995
2022-01-05 18:45:00,60.209,60.209,1.1881
2022-01-05 19:00:00,59.286,59.286,1.1771
2022-01-05 19:15:00,58.402,58.402,1.1666
2022-01-05 19:30:00,57.554,57.554,1.1564
2022-01-05 19:45:00,56.741,56.741,1.1466
2022-01-05 20:00:00,55.962,55.962,1.1371
2022-01-05 20:15:00,55.215,55.215,1.128
2022-01-05 20:30:00,54.499,54.499,1.1192
2022-01-05 20:45:00,53.813,53.813,1.1107
2022-01-05 21:00:00,53.155,53.155,1.1025
2022-01-05 21:15:00,52.524,52.524,1.0947
2022-01-05 21:30:00,51.92,51.92,1.0871
2022-01-05 21:45:00,51.341,51.341,1.0798
2022-01-05 22:00:00,50.785,50.785,1.0728
2022-01-05 22:15:00,50.253,50.253,1.066
2022-01-05 22:30:00,49.743,49.743,1.0595
2022-01-05 22:45:00,49.254,49.254,1.0532
2022-01-05 23:00:00,48.785,48.785,1.0472
2022-01-05 23:15:00,48.335,48.335,1.0414
2022-01-05 23:30:00,47.905,47.905,1.0358
2022-01-05 23:45:00,47.492,47.492,1.0305
2022-01-06 00:00:00,47.096,47.096,1.0253
2022-01-06 00:15:00,46.717,46.717,1.0203
2022-01-06 00:30:00,46.353,46.353,1.0156
2022-01-06 00:45:00,46.004,46.004,1.011
2022-01-06 01:00:00,45.67,45.67,1.0066
2022-01-06 01:15:00,45.35,45.35,1.0023
2022-01-06 01:30:00,45.043,45.043,0.9982
2022-01-06 01:45:00,44.748,44.748,0.9943
2022-01-06 02:00:00,44.466,44.466,0.9906
2022-01-06 02:15:00,44.196,44.196,0.9869
2022-01-06 02:30:00,43.937,43.937,0.9835
2022-01-06 02:45:00,43.688,43.688,0.9801
2022-01-06 03:00:00,43.45,43.45,0.9769
2022-01-06 03:15:00,43.222,43.222,0.9738
2022-01-06 03:30:00,43.003,43.003,0.9709
2022-01-06 03:45:00,42.793,42.793,0.968
2022-01-06 04:00:00,42.592,42.592,0.9653
2022-01-06 04:15:00,42.399,42.399,0.9627
2022-01-06 04:30:00,42.215,42.215,0.9601
2022-01-06 04:45:00,42.037,42.037,0.9577
