datetime,Q_upstream_m3s,Q_downstream_m3s,h_outlet_m
2022-01-01 09:15:00,131.315,118.082,1.7798
2022-01-01 09:30:00,134.623,121.39,1.8095
2022-01-01 09:45:00,137.931,124.698,1.839
2022-01-01 10:00:00,139.315,128.007,1.8681
2022-01-01 10:15:00,135.045,131.315,1.8969
2022-01-01 10:30:00,130.956,134.623,1.9254
2022-01-01 10:45:00,127.041,137.931,1.9537
2022-01-01 11:00:00,123.292,139.315,1.9654
2022-01-01 11:15:00,119.702,135.045,1.9291
2022-01-01 11:30:00,116.264,130.956,1.8938
2022-01-01 11:45:00,112.972,127.041,1.8596
2022-01-01 12:00:00,109.82,123.292,1.8265
2022-01-01 12:15:00,106.802,119.702,1.7944
2022-01-01 12:30:00,103.911,116.264,1.7633
2022-01-01 12:45:00,101.144,112.972,1.7332
2022-01-01 13:00:00,98.493,109.82,1.704
2022-01-01 13:15:00,95.956,106.802,1.6757
2022-01-01 13:30:00,93.526,103.911,1.6484
2022-01-01 13:45:00,91.199,101.144,1.6219
2022-01-01 14:00:00,88.97,98.493,1.5963
2022-01-01 14:15:00,86.837,95.956,1.5715
2022-01-01 14:30:00,84.794,93.526,1.5475
2022-01-01 14:45:00,82.837,91.199,1.5242
2022-01-01 15:00:00,80.964,88.97,1.5018
2022-01-01 15:15:00,79.17,86.837,1.4801
2022-01-01 15:30:00,77.452,84.794,1.4591
2022-01-01 15:45:00,75.807,82.837,1.4388
2022-01-01 16:00:00,74.232,80.964,1.4192
2022-01-01 16:15:00,72.724,79.17,1.4002
2022-01-01 16:30:00,71.279,77.452,1.3819
2022-01-01 16:45:00,69.896,75.807,1.3642
2022-01-01 17:00:00,68.572,74.232,1.3471
2022-01-01 17:15:00,67.304,72.724,1.3307
2022-01-01 17:30:00,66.09,71.279,1.3147
2022-01-01 17:45:00,64.927,69.896,1.2994
2022-01-01 18:00:00,63.813,68.572,1.2845
2022-01-01 18:15:00,62.747,67.304,1.2702
2022-01-01 18:30:00,61.726,66.09,1.2564
2022-01-01 18:45:00,60.749,64.927,1.2431
2022-01-01 19:00:00,59.813,63.813,1.2303
2022-01-01 19:15:00,58.916,62.747,1.2179
2022-01-01 19:30:00,58.058,61.726,1.206
2022-01-01 19:45:00,57.236,60.749,1.1945
2022-01-01 20:00:00,56.449,59.813,1.1834
2022-01-01 20:15:00,55.695,58.916,1.1727
2022-01-01 20:30:00,54.973,58.058,1.1625
2022-01-01 20:45:00,54.282,57.236,1.1526
2022-01-01 21:00:00,53.621,56.449,1.143
2022-01-01 21:15:00,52.987,55.695,1.1338
2022-01-01 21:30:00,52.38,54.973,1.125
2022-01-01 21:45:00,51.799,54.282,1.1165
2022-01-01 22:00:00,51.243,53.621,1.1083
2022-01-01 22:15:00,50.71,52.987,1.1004
2022-01-01 22:30:00,50.2,52.38,1.0928
2022-01-01 22:45:00,49.711,51.799,1.0856
2022-01-01 23:00:00,49.244,51.243,1.0785
2022-01-01 23:15:00,48.796,50.71,1.0718
2022-01-01 23:30:00,48.367,50.2,1.0653
2022-01-01 23:45:00,47.956,49.711,1.0591
2022-01-02 00:00:00,47.563,49.244,1.0531
2022-01-02 00:15:00,47.186,48.796,1.0473
2022-01-02 00:30:00,46.826,48.367,1.0418
2022-01-02 00:45:00,46.48,47.956,1.0365
2022-01-02 01:00:00,46.15,47.563,1.0314
2022-01-02 01:15:00,45.833,47.186,1.0265
2022-01-02 01:30:00,45.53,46.826,1.0218
2022-01-02 01:45:00,45.239,46.48,1.0172
2022-01-02 02:00:00,44.961,46.15,1.0129
2022-01-02 02:15:00,44.695,45.833,1.0087
2022-01-02 02:30:00,44.44,45.53,1.0047
2022-01-02 02:45:00,44.196,45.239,1.0009
2022-01-02 03:00:00,43.962,44.961,0.9972
2022-01-02 03:15:00,43.739,44.695,0.9936
2022-01-02 03:30:00,43.524,44.44,0.9902
2022-01-02 03:45:00,43.319,44.196,0.9869
2022-01-02 04:00:00,43.123,43.962,0.9838
2022-01-02 04:15:00,42.934,43.739,0.9808
2022-01-02 04:30:00,42.754,43.524,0.9779
2022-01-02 04:45:00,42.582,43.319,0.9751
2022-01-02 05:00:00,42.416,43.123,0.9725
2022-01-02 05:15:00,42.258,42.934,0.9699
2022-01-02 05:30:00,42.107,42.754,0.9675
2022-01-02 05:45:00,41.962,42.582,0.9651
2022-01-02 06:00:00,41.823,42.416,0.9629
2022-01-02 06:15:00,41.69,42.258,0.9607
2022-01-02 06:30:00,41.562,42.107,0.9587
2022-01-02 06:45:00,41.44,41.962,0.9567
2022-01-02 07:00:00,41.323,41.823,0.9548
2022-01-02 07:15:00,41.212,41.69,0.953
2022-01-02 07:30:00,41.105,41.562,0.9512
2022-01-02 07:45:00,41.002,41.44,0.9495
2022-01-02 08:00:00,40.904,41.323,0.9479
2022-01-02 08:15:00,40.81,41.212,0.9464
2022-01-02 08:30:00,40.72,41.105,0.9449
2022-01-02 08:45:00,40.633,41.002,0.9435
2022-01-02 09:00:00,40.551,40.904,0.9421
2022-01-02 09:15:00,38.387,40.81,0.9408
2022-01-02 09:30:00,38.385,40.72,0.9396
2022-01-02 09:45:00,38.383,40.633,0.9384
2022-01-02 10:00:00,38.38,40.551,0.9373
2022-01-02 10:15:00,38.378,38.387,0.9069
2022-01-02 10:30:00,38.376,38.385,0.9069
2022-01-02 10:45:00,38.374,38.383,0.9069
2022-01-02 11:00:00,38.371,38.38,0.9068
2022-01-02 11:15:00,38.369,38.378,0.9068
2022-01-02 11:30:00,38.367,38.376,0.9068
2022-01-02 11:45:00,38.365,38.374,0.9067
2022-01-02 12:00:00,38.363,38.371,0.9067
2022-01-02 12:15:00,38.36,38.369,0.9067
2022-01-02 12:30:00,38.358,38.367,0.9066
2022-01-02 12:45:00,38.356,38.365,0.9066
2022-01-02 13:00:00,38.354,38.363,0.9066
2022-01-02 13:15:00,38.352,38.36,0.9065
2022-01-02 13:30:00,38.349,38.358,0.9065
2022-01-02 13:45:00,38.347,38.356,0.9065
2022-01-02 14:00:00,38.345,38.354,0.9065
2022-01-02 14:15:00,38.343,38.352,0.9064
2022-01-02 14:30:00,38.341,38.349,0.9064
2022-01-02 14:45:00,38.339,38.347,0.9064
2022-01-02 15:00:00,38.336,38.345,0.9063
2022-01-02 15:15:00,38.334,38.343,0.9063
2022-01-02 15:30:00,38.332,38.341,0.9063
2022-01-02 15:45:00,38.33,38.339,0.9062
2022-01-02 16:00:00,38.328,38.336,0.9062
2022-01-02 16:15:00,38.326,38.334,0.9062
2022-01-02 16:30:00,38.324,38.332,0.9061
2022-01-02 16:45:00,38.321,38.33,0.9061
2022-01-02 17:00:00,38.319,38.328,0.9061
2022-01-02 17:15:00,38.317,38.326,0.9061
2022-01-02 17:30:00,38.315,38.324,0.906
2022-01-02 17:45:00,38.313,38.321,0.906
2022-01-02 18:00:00,38.311,38.319,0.906
2022-01-02 18:15:00,38.309,38.317,0.9059
2022-01-02 18:30:00,38.306,38.315,0.9059
2022-01-02 18:45:00,38.304,38.313,0.9059
2022-01-02 19:00:00,38.302,38.311,0.9058
2022-01-02 19:15:00,38.3,38.309,0.9058
2022-01-02 19:30:00,38.298,38.306,0.9058
2022-01-02 19:45:00,38.296,38.304,0.9057
2022-01-02 20:00:00,38.294,38.302,0.9057
2022-01-02 20:15:00,38.292,38.3,0.9057
2022-01-02 20:30:00,38.29,38.298,0.9057
2022-01-02 20:45:00,38.288,38.296,0.9056
2022-01-02 21:00:00,38.285,38.294,0.9056
2022-01-02 21:15:00,38.283,38.292,0.9056
2022-01-02 21:30:00,38.281,38.29,0.9055
2022-01-02 21:45:00,38.279,38.288,0.9055
2022-01-02 22:00:00,38.277,38.285,0.9055
2022-01-02 22:15:00,38.275,38.283,0.9055
2022-01-02 22:30:00,38.273,38.281,0.9054
2022-01-02 22:45:00,38.271,38.279,0.9054
2022-01-02 23:00:00,38.269,38.277,0.9054
2022-01-02 23:15:00,38.267,38.275,0.9053
2022-01-02 23:30:00,38.265,38.273,0.9053
2022-01-02 23:45:00,66.563,38.271,0.9053
2022-01-03 00:00:00,94.861,38.269,0.9052
2022-01-03 00:15:00,123.159,38.267,0.9052
2022-01-03 00:30:00,151.458,38.265,0.9052
2022-01-03 00:45:00,179.756,66.563,1.2618
2022-01-03 01:00:00,208.054,94.861,1.5607
2022-01-03 01:15:00,236.352,123.159,1.8253
2022-01-03 01:30:00,264.651,151.458,2.0665
2022-01-03 01:45:00,292.949,179.756,2.2902
2022-01-03 02:00:00,321.247,208.054,2.5001
2022-01-03 02:15:00,349.545,236.352,2.6989
2022-01-03 02:30:00,377.844,264.651,2.8884
2022-01-03 02:45:00,373.621,292.949,3.07
2022-01-03 03:00:00,339.692,321.247,3.2446
2022-01-03 03:15:00,309.195,349.545,3.4132
2022-01-03 03:30:00,281.784,377.844,3.5764
2022-01-03 03:45:00,257.146,373.621,3.5524
2022-01-03 04:00:00,235.0,339.692,3.3551
2022-01-03 04:15:00,215.096,309.195,3.171
2022-01-03 04:30:00,197.205,281.784,2.9992
2022-01-03 04:45:00,181.124,257.146,2.839
2022-01-03 05:00:00,166.67,235.0,2.6897
2022-01-03 05:15:00,153.679,215.096,2.5506
2022-01-03 05:30:00,142.002,197.205,2.4211
2022-01-03 05:45:00,131.506,181.124,2.3006
2022-01-03 06:00:00,122.073,166.67,2.1886
2022-01-03 06:15:00,113.593,153.679,2.0846
2022-01-03 06:30:00,105.972,142.002,1.9881
2022-01-03 06:45:00,99.122,131.506,1.8986
2022-01-03 07:00:00,97.689,122.073,1.8156
2022-01-03 07:15:00,100.166,113.593,1.7389
2022-01-03 07:30:00,102.642,105.972,1.6679
2022-01-03 07:45:00,105.119,99.122,1.6024
2022-01-03 08:00:00,107.595,97.689,1.5884
2022-01-03 08:15:00,110.072,100.166,1.6125
2022-01-03 08:30:00,112.548,102.642,1.6363
2022-01-03 08:45:00,115.025,105.119,1.6598
2022-01-03 09:00:00,117.501,107.595,1.6832
2022-01-03 09:15:00,119.978,110.072,1.7063
2022-01-03 09:30:00,122.454,112.548,1.7293
2022-01-03 09:45:00,124.931,115.025,1.752
2022-01-03 10:00:00,127.407,117.501,1.7745
2022-01-03 10:15:00,129.884,119.978,1.7969
2022-01-03 10:30:00,132.36,122.454,1.819
2022-01-03 10:45:00,134.837,124.931,1.841
2022-01-03 11:00:00,137.313,127.407,1.8628
2022-01-03 11:15:00,139.79,129.884,1.8845
2022-01-03 11:30:00,142.266,132.36,1.906
2022-01-03 11:45:00,144.743,134.837,1.9273
2022-01-03 12:00:00,147.22,137.313,1.9484
2022-01-03 12:15:00,149.696,139.79,1.9694
2022-01-03 12:30:00,152.173,142.266,1.9903
2022-01-03 12:45:00,150.342,144.743,2.011
2022-01-03 13:00:00,147.156,147.22,2.0316
2022-01-03 13:15:00,144.062,149.696,2.052
2022-01-03 13:30:00,141.055,152.173,2.0723
2022-01-03 13:45:00,138.134,150.342,2.0573
2022-01-03 14:00:00,135.295,147.156,2.0311
2022-01-03 14:15:00,132.538,144.062,2.0053
2022-01-03 14:30:00,129.858,141.055,1.9801
2022-01-03 14:45:00,127.255,138.134,1.9554
2022-01-03 15:00:00,124.726,135.295,1.9312
2022-01-03 15:15:00,122.268,132.538,1.9075
2022-01-03 15:30:00,119.881,129.858,1.8843
2022-01-03 15:45:00,117.561,127.255,1.8615
2022-01-03 16:00:00,115.308,124.726,1.8392
2022-01-03 16:15:00,113.118,122.268,1.8174
2022-01-03 16:30:00,110.99,119.881,1.796
2022-01-03 16:45:00,108.923,117.561,1.7751
2022-01-03 17:00:00,106.915,115.308,1.7546
2022-01-03 17:15:00,104.964,113.118,1.7345
2022-01-03 17:30:00,103.068,110.99,1.7149
2022-01-03 17:45:00,101.226,108.923,1.6956
2022-01-03 18:00:00,99.437,106.915,1.6768
2022-01-03 18:15:00,97.698,104.964,1.6584
2022-01-03 18:30:00,96.009,103.068,1.6403
2022-01-03 18:45:00,94.368,101.226,1.6227
2022-01-03 19:00:00,92.773,99.437,1.6054
2022-01-03 19:15:00,91.224,97.698,1.5885
2022-01-03 19:30:00,89.718,96.009,1.572
2022-01-03 19:45:00,88.256,94.368,1.5558
2022-01-03 20:00:00,86.835,92.773,1.54
2022-01-03 20:15:00,85.454,91.224,1.5245
2022-01-03 20:30:00,84.113,89.718,1.5093
2022-01-03 20:45:00,82.81,88.256,1.4945
2022-01-03 21:00:00,81.543,86.835,1.48
2022-01-03 21:15:00,80.313,85.454,1.4659
2022-01-03 21:30:00,79.118,84.113,1.452
2022-01-03 21:45:00,77.957,82.81,1.4385
2022-01-03 22:00:00,76.828,81.543,1.4253
2022-01-03 22:15:00,75.732,80.313,1.4123
2022-01-03 22:30:00,74.667,79.118,1.3997
2022-01-03 22:45:00,73.632,77.957,1.3873
2022-01-03 23:00:00,72.627,76.828,1.3752
2022-01-03 23:15:00,71.65,75.732,1.3634
2022-01-03 23:30:00,70.701,74.667,1.3519
2022-01-03 23:45:00,69.779,73.632,1.3406
2022-01-04 00:00:00,68.883,72.627,1.3296
2022-01-04 00:15:00,68.013,71.65,1.3188
2022-01-04 00:30:00,67.167,70.701,1.3083
2022-01-04 00:45:00,66.345,69.779,1.2981
2022-01-04 01:00:00,65.547,68.883,1.288
2022-01-04 01:15:00,64.771,68.013,1.2782
2022-01-04 01:30:00,64.018,67.167,1.2687
2022-01-04 01:45:00,63.286,66.345,1.2593
2022-01-04 02:00:00,62.574,65.547,1.2502
2022-01-04 02:15:00,61.883,64.771,1.2413
2022-01-04 02:30:00,61.211,64.018,1.2326
2022-01-04 02:45:00,60.559,63.286,1.2242
2022-01-04 03:00:00,59.925,62.574,1.2159
2022-01-04 03:15:00,59.309,61.883,1.2078
2022-01-04 03:30:00,58.711,61.211,1.1999
2022-01-04 03:45:00,58.13,60.559,1.1922
2022-01-04 04:00:00,57.565,59.925,1.1847
2022-01-04 04:15:00,57.016,59.309,1.1774
2022-01-04 04:30:00,56.483,58.711,1.1703
2022-01-04 04:45:00,55.965,58.13,1.1633
2022-01-04 05:00:00,55.461,57.565,1.1565
2022-01-04 05:15:00,54.972,57.016,1.1499
2022-01-04 05:30:00,54.497,56.483,1.1434
2022-01-04 05:45:00,54.036,55.965,1.1371
2022-01-04 06:00:00,53.587,55.461,1.131
2022-01-04 06:15:00,53.151,54.972,1.125
2022-01-04 06:30:00,52.728,54.497,1.1191
2022-01-04 06:45:00,52.317,54.036,1.1134
2022-01-04 07:00:00,51.95,53.587,1.1079
2022-01-04 07:15:00,55.428,53.151,1.1025
2022-01-04 07:30:00,58.906,52.728,1.0972
2022-01-04 07:45:00,62.384,52.317,1.092
2022-01-04 08:00:00,65.862,51.95,1.0875
2022-01-04 08:15:00,69.34,55.428,1.1306
2022-01-04 08:30:00,72.818,58.906,1.1726
2022-01-04 08:45:00,76.297,62.384,1.2137
2022-01-04 09:00:00,79.775,65.862,1.2538
2022-01-04 09:15:00,83.253,69.34,1.2932
2022-01-04 09:30:00,86.731,72.818,1.3317
2022-01-04 09:45:00,90.209,76.297,1.3695
2022-01-04 10:00:00,93.687,79.775,1.4066
2022-01-04 10:15:00,97.165,83.253,1.4431
2022-01-04 10:30:00,100.643,86.731,1.479
2022-01-04 10:45:00,104.121,90.209,1.5143
2022-01-04 11:00:00,107.6,93.687,1.5491
2022-01-04 11:15:00,111.078,97.165,1.5833
2022-01-04 11:30:00,114.556,100.643,1.6171
2022-01-04 11:45:00,118.034,104.121,1.6504
2022-01-04 12:00:00,121.512,107.6,1.6832
2022-01-04 12:15:00,124.99,111.078,1.7157
2022-01-04 12:30:00,128.468,114.556,1.7477
2022-01-04 12:45:00,131.946,118.034,1.7794
2022-01-04 13:00:00,135.424,121.512,1.8106
2022-01-04 13:15:00,138.902,124.99,1.8416
2022-01-04 13:30:00,142.381,128.468,1.8721
2022-01-04 13:45:00,145.859,131.946,1.9024
2022-01-04 14:00:00,149.337,135.424,1.9323
2022-01-04 14:15:00,152.815,138.902,1.9619
2022-01-04 14:30:00,156.293,142.381,1.9913
2022-01-04 14:45:00,159.771,145.859,2.0203
2022-01-04 15:00:00,163.249,149.337,2.0491
2022-01-04 15:15:00,166.727,152.815,2.0776
2022-01-04 15:30:00,170.205,156.293,2.1058
2022-01-04 15:45:00,173.683,159.771,2.1338
2022-01-04 16:00:00,177.162,163.249,2.1616
2022-01-04 16:15:00,180.64,166.727,2.1891
2022-01-04 16:30:00,184.118,170.205,2.2164
2022-01-04 16:45:00,187.596,173.683,2.2434
2022-01-04 17:00:00,191.074,177.162,2.2703
2022-01-04 17:15:00,194.552,180.64,2.2969
2022-01-04 17:30:00,198.03,184.118,2.3234
2022-01-04 17:45:00,199.484,187.596,2.3496
2022-01-04 18:00:00,194.944,191.074,2.3756
2022-01-04 18:15:00,190.532,194.552,2.4015
2022-01-04 18:30:00,186.244,198.03,2.4272
2022-01-04 18:45:00,182.077,199.484,2.4378
2022-01-04 19:00:00,178.027,194.944,2.4044
2022-01-04 19:15:00,174.091,190.532,2.3716
2022-01-04 19:30:00,170.265,186.244,2.3394
2022-01-04 19:45:00,166.548,182.077,2.3079
2022-01-04 20:00:00,162.934,178.027,2.2769
2022-01-04 20:15:00,159.422,174.091,2.2466
2022-01-04 20:30:00,156.009,170.265,2.2168
2022-01-04 20:45:00,152.692,166.548,2.1877
2022-01-04 21:00:00,149.468,162.934,2.1591
2022-01-04 21:15:00,146.335,159.422,2.131
2022-01-04 21:30:00,143.29,156.009,2.1035
2022-01-04 21:45:00,140.331,152.692,2.0766
2022-01-04 22:00:00,137.454,149.468,2.0502
2022-01-04 22:15:00,134.659,146.335,2.0243
2022-01-04 22:30:00,131.942,143.29,1.9989
2022-01-04 22:45:00,129.302,140.331,1.974
2022-01-04 23:00:00,126.736,137.454,1.9496
2022-01-04 23:15:00,124.242,134.659,1.9258
2022-01-04 23:30:00,121.818,131.942,1.9023
2022-01-04 23:45:00,119.462,129.302,1.8794
2022-01-05 00:00:00,117.173,126.736,1.8569
2022-01-05 00:15:00,123.136,124.242,1.8349
2022-01-05 00:30:00,130.235,121.818,1.8134
2022-01-05 00:45:00,137.335,119.462,1.7922
2022-01-05 01:00:00,144.434,117.173,1.7716
2022-01-05 01:15:00,151.534,123.136,1.8251
2022-01-05 01:30:00,158.633,130.235,1.8875
2022-01-05 01:45:00,165.733,137.335,1.9486
2022-01-05 02:00:00,172.832,144.434,2.0084
2022-01-05 02:15:00,179.932,151.534,2.0671
2022-01-05 02:30:00,187.031,158.633,2.1247
2022-01-05 02:45:00,194.131,165.733,2.1812
2022-01-05 03:00:00,201.23,172.832,2.2368
2022-01-05 03:15:00,208.33,179.932,2.2915
2022-01-05 03:30:00,215.43,187.031,2.3453
2022-01-05 03:45:00,222.529,194.131,2.3984
2022-01-05 04:00:00,229.629,201.23,2.4506
2022-01-05 04:15:00,236.728,208.33,2.5021
2022-01-05 04:30:00,243.828,215.43,2.5529
2022-01-05 04:45:00,250.927,222.529,2.6031
2022-01-05 05:00:00,258.027,229.629,2.6526
2022-01-05 05:15:00,256.893,236.728,2.7015
2022-01-05 05:30:00,247.819,243.828,2.7498
2022-01-05 05:45:00,239.12,250.927,2.7976
2022-01-05 06:00:00,230.783,258.027,2.8448
2022-01-05 06:15:00,222.79,256.893,2.8373
2022-01-05 06:30:00,215.129,247.819,2.7768
2022-01-05 06:45:00,207.786,239.12,2.7179
2022-01-05 07:00:00,200.747,230.783,2.6606
2022-01-05 07:15:00,193.999,222.79,2.6049
2022-01-05 07:30:00,187.532,215.129,2.5508
2022-01-05 07:45:00,181.332,207.786,2.4982
2022-01-05 08:00:00,175.389,200.747,2.4471
2022-01-05 08:15:00,169.693,193.999,2.3974
2022-01-05 08:30:00,164.232,187.532,2.3491
2022-01-05 08:45:00,158.998,181.332,2.3022
2022-01-05 09:00:00,153.981,175.389,2.2566
2022-01-05 09:15:00,149.172,169.693,2.2124
2022-01-05 09:30:00,144.562,164.232,2.1694
2022-01-05 09:45:00,140.143,158.998,2.1276
2022-01-05 10:00:00,135.907,153.981,2.0871
2022-01-05 10:15:00,131.847,149.172,2.0477
2022-01-05 10:30:00,127.955,144.562,2.0095
2022-01-05 10:45:00,124.225,140.143,1.9724
2022-01-05 11:00:00,120.649,135.907,1.9364
2022-01-05 11:15:00,117.221,131.847,1.9015
2022-01-05 11:30:00,113.935,127.955,1.8676
2022-01-05 11:45:00,110.786,124.225,1.8348
2022-01-05 12:00:00,107.767,120.649,1.8029
2022-01-05 12:15:00,104.873,117.221,1.772
2022-01-05 12:30:00,102.099,113.935,1.742
2022-01-05 12:45:00,99.44,110.786,1.713
2022-01-05 13:00:00,96.891,107.767,1.6848
2022-01-05 13:15:00,94.448,104.873,1.6575
2022-01-05 13:30:00,92.106,102.099,1.6311
2022-01-05 13:45:00,89.861,99.44,1.6054
2022-01-05 14:00:00,87.709,96.891,1.5806
2022-01-05 14:15:00,85.647,94.448,1.5566
2022-01-05 14:30:00,83.67,92.106,1.5333
2022-01-05 14:45:00,81.774,89.861,1.5108
2022-01-05 15:00:00,79.958,87.709,1.489
2022-01-05 15:15:00,78.216,85.647,1.4679
2022-01-05 15:30:00,76.547,83.67,1.4474
2022-01-05 15:45:00,74.947,81.774,1.4277
2022-01-05 16:00:00,73.413,79.958,1.4086
2022-01-05 16:15:00,71.943,78.216,1.3901
2022-01-05 16:30:00,70.534,76.547,1.3722
2022-01-05 16:45:00,69.183,74.947,1.3549
2022-01-05 17:00:00,67.889,73.413,1.3382
2022-01-05 17:15:00,66.647,71.943,1.3221
2022-01-05 17:30:00,65.458,70.534,1.3065
2022-01-05 17:45:00,64.317,69.183,1.2914
2022-01-05 18:00:00,63.224,67.889,1.2768
2022-01-05 18:15:00,62.176,66.647,1.2628
2022-01-05 18:30:00,61.172,65.458,1.2492
2022-01-05 18:45:00,60.209,64.317,1.2361
2022-01-05 19:00:00,59.286,63.224,1.2235
2022-01-05 19:15:00,58.402,62.176,1.2112
2022-01-05 19:30:00,57.554,61.172,1.1995
2022-01-05 19:45:00,56.741,60.209,1.1881
2022-01-05 20:00:00,55.962,59.286,1.1771
2022-01-05 20:15:00,55.215,58.402,1.1666
2022-01-05 20:30:00,54.499,57.554,1.1564
2022-01-05 20:45:00,53.813,56.741,1.1466
2022-01-05 21:00:00,53.155,55.962,1.1371
2022-01-05 21:15:00,52.524,55.215,1.128
2022-01-05 21:30:00,51.92,54.499,1.1192
2022-01-05 21:45:00,51.341,53.813,1.1107
2022-01-05 22:00:00,50.785,53.155,1.1025
2022-01-05 22:15:00,50.253,52.524,1.0947
2022-01-05 22:30:00,49.743,51.92,1.0871
2022-01-05 22:45:00,49.254,51.341,1.0798
2022-01-05 23:00:00,48.785,50.785,1.0728
2022-01-05 23:15:00,48.335,50.253,1.066
2022-01-05 23:30:00,47.905,49.743,1.0595
2022-01-05 23:45:00,47.492,49.254,1.0532
2022-01-06 00:00:00,47.096,48.785,1.0472
2022-01-06 00:15:00,46.717,48.335,1.0414
2022-01-06 00:30:00,46.353,47.905,1.0358
2022-01-06 00:45:00,46.004,47.492,1.0305
2022-01-06 01:00:00,45.67,47.096,1.0253
2022-01-06 01:15:00,45.35,46.717,1.0203
2022-01-06 01:30:00,45.043,46.353,1.0156
2022-01-06 01:45:00,44.748,46.004,1.011
2022-01-06 02:00:00,44.466,45.67,1.0066
2022-01-06 02:15:00,44.196,45.35,1.0023
2022-01-06 02:30:00,43.937,45.043,0.9982
2022-01-06 02:45:00,43.688,44.748,0.9943
2022-01-06 03:00:00,43.45,44.466,0.9906
2022-01-06 03:15:00,43.222,44.196,0.9869
2022-01-06 03:30:00,43.003,43.937,0.9835
2022-01-06 03:45:00,42.793,43.688,0.9801
2022-01-06 04:00:00,42.592,43.45,0.9769
2022-01-06 04:15:00,42.399,43.222,0.9738
2022-01-06 04:30:00,42.215,43.003,0.9709
2022-01-06 04:45:00,42.037,42.793,0.968
